date,category,channel,price,sales_qty,discount_rate,review_score,return_rate
2026-03-29 11:16:37.590361,스킨케어,올리브영,66800,301,10,4.2,9.2
2026-03-30 10:36:08.674698,클렌징,올리브영,52318,318,0,4.7,9.4
2026-03-31 09:55:39.759036,클렌징,자사몰,62329,302,5,4.4,13.4
2026-04-01 09:15:10.843373,선케어,올리브영,53088,88,15,4.4,4.8
2026-04-02 08:34:41.927710,클렌징,올리브영,49811,167,0,,9.6
2026-04-03 07:54:13.012048,메이크업,백화점,65479,30,15,4.4,7.3
2026-04-04 07:13:44.096385,메이크업,백화점,29963,273,5,4.5,6.4
2026-04-05 06:33:15.180722,메이크업,자사몰,65123,349,10,4.8,15.5
2026-04-06 05:52:46.265060,스킨케어,올리브영,24388,379,5,4.3,14.7
2026-04-07 05:12:17.349397,스킨케어,백화점,15569,57,10,4.5,2.9
2026-04-08 04:31:48.433734,스킨케어,올리브영,79836,153,15,4.2,3.3
2026-04-09 03:51:19.518072,선케어,온라인몰,46586,219,5,,18.1
2026-04-10 03:10:50.602409,메이크업,백화점,22015,42,15,3.9,2.4
2026-04-11 02:30:21.686746,메이크업,자사몰,55002,322,10,5.0,1.2
2026-04-12 01:49:52.771084,바디케어,자사몰,16254,365,15,4.2,2.6
2026-04-13 01:09:23.855421,스킨케어,백화점,27144,321,30,,11.2
2026-04-14 00:28:54.939759,메이크업,자사몰,34214,382,15,4.3,10.8
2026-04-14 23:48:26.024096,클렌징,올리브영,16090,415,5,3.9,3.2
2026-04-15 23:07:57.108433,스킨케어,온라인몰,21637,237,0,4.6,8.4
2026-04-16 22:27:28.192771,스킨케어,올리브영,32415,160,5,3.9,2.4
2026-04-17 21:46:59.277108,스킨케어,올리브영,34071,123,15,4.0,6.1
2026-04-18 21:06:30.361445,스킨케어,백화점,68243,465,0,3.3,1.9
2026-04-19 20:26:01.445783,바디케어,올리브영,51240,229,10,4.0,6.4
2026-04-20 19:45:32.530120,클렌징,올리브영,43434,492,15,3.1,14.2
2026-04-21 19:05:03.614457,선케어,온라인몰,79724,130,10,,9.9
2026-04-22 18:24:34.698795,바디케어,올리브영,38732,123,20,4.5,6.1
2026-04-23 17:44:05.783132,클렌징,온라인몰,21314,335,0,4.6,9.9
2026-04-24 17:03:36.867469,스킨케어,온라인몰,33954,190,0,4.4,4.5
2026-04-25 16:23:07.951807,바디케어,자사몰,67108,479,15,3.8,3.6
2026-04-26 15:42:39.036144,메이크업,자사몰,46668,375,10,4.2,8.4
2026-04-27 15:02:10.120481,클렌징,자사몰,33061,343,15,4.2,6.1
2026-04-28 14:21:41.204819,바디케어,자사몰,49749,152,10,3.7,5.0
2026-04-29 13:41:12.289156,메이크업,자사몰,26907,395,5,4.9,16.0
2026-04-30 13:00:43.373493,스킨케어,백화점,28777,312,20,4.6,0.3
2026-05-01 12:20:14.457831,스킨케어,자사몰,61745,347,20,4.1,6.0
2026-05-02 11:39:45.542168,메이크업,올리브영,33624,4200,15,4.2,1.6
2026-05-03 10:59:16.626506,클렌징,온라인몰,33321,125,5,4.3,13.3
2026-05-04 10:18:47.710843,바디케어,자사몰,20488,111,15,3.3,8.7
2026-05-05 09:38:18.795180,스킨케어,온라인몰,32574,306,10,4.1,4.1
2026-05-06 08:57:49.879518,메이크업,자사몰,15240,397,0,3.9,2.6
2026-05-07 08:17:20.963855,메이크업,자사몰,53221,412,30,3.7,7.7
2026-05-08 07:36:52.048192,스킨케어,백화점,20478,70,0,4.1,
2026-05-09 06:56:23.132530,스킨케어,백화점,65645,48,30,5.0,7.2
2026-05-10 06:15:54.216867,메이크업,온라인몰,29262,481,10,4.5,6.7
2026-05-11 05:35:25.301204,바디케어,백화점,62796,315,5,3.9,4.3
2026-05-12 04:54:56.385542,메이크업,온라인몰,14432,316,10,4.5,4.4
2026-05-13 04:14:27.469879,메이크업,자사몰,74291,233,20,4.8,5.2
2026-05-14 03:33:58.554216,클렌징,자사몰,69399,286,15,4.6,6.9
2026-05-15 02:53:29.638554,메이크업,온라인몰,60428,426,20,4.2,11.3
2026-05-16 02:13:00.722891,바디케어,온라인몰,10302,276,15,3.9,9.0
2026-05-17 01:32:31.807228,바디케어,온라인몰,10055,321,15,4.5,9.1
2026-05-18 00:52:02.891566,스킨케어,올리브영,18717,120,20,4.4,15.2
2026-05-19 00:11:33.975903,메이크업,올리브영,38699,424,5,4.6,5.7
2026-05-19 23:31:05.060240,메이크업,온라인몰,77661,365,10,4.5,3.1
2026-05-20 22:50:36.144578,스킨케어,올리브영,54247,129,5,4.7,5.3
2026-05-21 22:10:07.228915,스킨케어,온라인몰,26748,439,30,4.0,2.6
2026-05-22 21:29:38.313253,선케어,온라인몰,14621,201,30,4.8,5.0
2026-05-23 20:49:09.397590,메이크업,올리브영,25034,490,0,4.3,2.3
2026-05-24 20:08:40.481927,스킨케어,온라인몰,15126,332,15,5.0,
2026-05-25 19:28:11.566265,스킨케어,온라인몰,15122,20,30,3.9,7.8
2026-05-26 18:47:42.650602,바디케어,자사몰,28030,338,5,5.0,
2026-05-27 18:07:13.734939,스킨케어,온라인몰,65658,457,15,4.3,14.3
2026-05-28 17:26:44.819277,스킨케어,올리브영,48638,74,30,3.9,13.9
2026-05-29 16:46:15.903614,메이크업,온라인몰,77067,390,0,4.0,9.9
2026-05-30 16:05:46.987951,바디케어,올리브영,44674,443,15,4.1,5.6
2026-05-31 15:25:18.072289,스킨케어,온라인몰,45854,418,5,4.4,10.3
2026-06-01 14:44:49.156626,선케어,올리브영,56271,168,30,4.4,8.4
2026-06-02 14:04:20.240963,클렌징,자사몰,48518,450,30,3.9,1.8
2026-06-03 13:23:51.325301,스킨케어,온라인몰,20267,476,30,4.2,8.1
2026-06-04 12:43:22.409638,클렌징,자사몰,11062,328,10,5.0,14.2
2026-06-05 12:02:53.493975,메이크업,올리브영,60448,156,20,5.0,3.1
2026-06-06 11:22:24.578313,선케어,온라인몰,16229,221,20,4.4,
2026-06-07 10:41:55.662650,선케어,온라인몰,66793,455,10,4.2,7.9
2026-06-08 10:01:26.746987,메이크업,올리브영,57915,332,20,4.3,7.1
2026-06-09 09:20:57.831325,스킨케어,백화점,14632,136,0,4.5,12.8
2026-06-10 08:40:28.915662,클렌징,올리브영,13596,173,15,3.7,4.2
2026-06-11 08:00:00.000000,메이크업,자사몰,16168,444,5,4.1,10.9
2026-06-12 07:19:31.084337,스킨케어,올리브영,17561,310,0,3.4,9.2
2026-06-13 06:39:02.168674,스킨케어,백화점,36734,82,0,4.4,2.3
2026-06-14 05:58:33.253012,선케어,온라인몰,16371,263,15,4.5,5.9
2026-06-15 05:18:04.337349,선케어,온라인몰,36069,44,10,4.0,6.6
2026-06-16 04:37:35.421686,스킨케어,온라인몰,22910,109,15,4.9,3.2
2026-06-17 03:57:06.506024,메이크업,자사몰,33275,94,0,3.6,8.6
2026-06-18 03:16:37.590361,스킨케어,올리브영,70004,313,10,3.5,6.1
2026-06-19 02:36:08.674698,선케어,자사몰,72981,405,10,,5.4
2026-06-20 01:55:39.759036,스킨케어,올리브영,64553,410,20,4.7,2.8
2026-06-21 01:15:10.843373,선케어,올리브영,58447,229,10,5.0,10.7
2026-06-22 00:34:41.927710,메이크업,온라인몰,44529,494,15,4.0,0.2
2026-06-22 23:54:13.012048,바디케어,올리브영,27260,437,20,4.7,7.0
2026-06-23 23:13:44.096385,스킨케어,자사몰,13812,366,15,4.2,13.0
2026-06-24 22:33:15.180722,메이크업,자사몰,38024,36,5,4.1,9.1
2026-06-25 21:52:46.265060,스킨케어,온라인몰,68656,147,0,4.6,5.5
2026-06-26 21:12:17.349397,바디케어,백화점,37285,446,20,4.5,19.0
2026-06-27 20:31:48.433734,바디케어,자사몰,11605,462,0,3.5,2.1
2026-06-28 19:51:19.518072,스킨케어,자사몰,37139,383,20,4.9,4.8
2026-06-29 19:10:50.602409,선케어,백화점,66138,270,10,4.8,5.9
2026-06-30 18:30:21.686746,클렌징,자사몰,23918,198,30,3.9,1.7
2026-07-01 17:49:52.771084,선케어,온라인몰,37446,201,20,4.4,5.0
2026-07-02 17:09:23.855421,메이크업,백화점,23046,171,30,4.4,6.6
2026-07-03 16:28:54.939759,스킨케어,자사몰,34818,44,10,4.3,2.8
2026-07-04 15:48:26.024096,스킨케어,자사몰,14324,474,20,4.0,7.4
2026-07-05 15:07:57.108433,바디케어,온라인몰,19111,199,10,3.9,
2026-07-06 14:27:28.192771,바디케어,올리브영,48110,217,10,4.2,9.7
2026-07-07 13:46:59.277108,선케어,올리브영,26389,363,15,,5.3
2026-07-08 13:06:30.361445,메이크업,온라인몰,51427,180,20,4.4,16.8
2026-07-09 12:26:01.445783,메이크업,온라인몰,38746,196,30,4.0,3.6
2026-07-10 11:45:32.530120,클렌징,온라인몰,10117,304,20,,6.5
2026-07-11 11:05:03.614457,바디케어,온라인몰,23234,82,10,2.9,8.7
2026-07-12 10:24:34.698795,바디케어,올리브영,63441,169,10,4.7,5.4
2026-07-13 09:44:05.783132,클렌징,자사몰,10846,173,15,3.4,9.6
2026-07-14 09:03:36.867469,선케어,온라인몰,20954,175,5,4.0,48.0
2026-07-15 08:23:07.951807,스킨케어,올리브영,56514,389,0,3.7,0.9
2026-07-16 07:42:39.036144,스킨케어,올리브영,16469,488,10,3.6,2.2
2026-07-17 07:02:10.120481,바디케어,온라인몰,40105,68,5,4.7,10.6
2026-07-18 06:21:41.204819,선케어,자사몰,52101,474,5,4.0,8.9
2026-07-19 05:41:12.289156,스킨케어,올리브영,74323,356,5,4.4,5.4
2026-07-20 05:00:43.373493,스킨케어,자사몰,68067,103,0,4.2,8.5
2026-07-21 04:20:14.457831,선케어,올리브영,59376,380,0,4.4,1.6
2026-07-22 03:39:45.542168,스킨케어,자사몰,55587,196,30,4.2,4.9
2026-07-23 02:59:16.626506,스킨케어,자사몰,46976,167,10,3.6,8.3
2026-07-24 02:18:47.710843,메이크업,자사몰,77584,137,10,4.6,19.6
2026-07-25 01:38:18.795180,선케어,백화점,52533,361,15,4.0,4.2
2026-07-26 00:57:49.879518,선케어,백화점,11828,495,5,3.5,
2026-07-27 00:17:20.963855,스킨케어,올리브영,11917,82,30,4.0,7.6
2026-07-27 23:36:52.048192,클렌징,온라인몰,30618,208,20,4.9,6.5
2026-07-28 22:56:23.132530,스킨케어,올리브영,42254,379,0,,5.0
2026-07-29 22:15:54.216867,메이크업,자사몰,57362,68,10,4.0,14.2
2026-07-30 21:35:25.301204,클렌징,온라인몰,30128,346,20,4.0,5.0
2026-07-31 20:54:56.385542,선케어,자사몰,69383,276,30,4.1,10.8
2026-08-01 20:14:27.469879,클렌징,온라인몰,75545,243,10,5.0,6.2
2026-08-02 19:33:58.554216,선케어,자사몰,19865,160,15,4.4,10.3
2026-08-03 18:53:29.638554,선케어,온라인몰,12219,497,5,4.4,5.8
2026-08-04 18:13:00.722891,스킨케어,자사몰,49809,234,30,4.7,7.2
2026-08-05 17:32:31.807228,메이크업,온라인몰,15287,454,5,4.3,2.4
2026-08-06 16:52:02.891566,스킨케어,올리브영,44387,398,30,4.1,20.2
2026-08-07 16:11:33.975903,스킨케어,온라인몰,18512,459,15,4.1,5.6
2026-08-08 15:31:05.060240,바디케어,자사몰,11342,230,15,4.2,8.2
2026-08-09 14:50:36.144578,메이크업,올리브영,73076,337,10,4.2,4.2
2026-08-10 14:10:07.228915,바디케어,온라인몰,29216,51,5,4.5,4.4
2026-08-11 13:29:38.313253,선케어,올리브영,36614,177,5,4.2,8.8
2026-08-12 12:49:09.397590,클렌징,백화점,46258,304,5,4.5,15.1
2026-08-13 12:08:40.481927,메이크업,백화점,52078,324,5,4.2,12.0
2026-08-14 11:28:11.566265,선케어,올리브영,22219,448,20,4.2,6.7
2026-08-15 10:47:42.650602,메이크업,백화점,10235,496,10,3.3,10.0
2026-08-16 10:07:13.734939,스킨케어,올리브영,52929,305,0,4.6,5.1
2026-08-17 09:26:44.819277,클렌징,온라인몰,77444,163,30,4.4,6.7
2026-08-18 08:46:15.903614,스킨케어,자사몰,18567,443,20,4.6,3.1
2026-08-19 08:05:46.987951,스킨케어,자사몰,75441,38,30,2.9,3.3
2026-08-20 07:25:18.072289,선케어,온라인몰,15415,37,30,5.0,10.6
2026-08-21 06:44:49.156626,스킨케어,온라인몰,46159,276,5,4.1,9.3
2026-08-22 06:04:20.240963,바디케어,올리브영,53925,97,10,,9.3
2026-08-23 05:23:51.325301,바디케어,백화점,15951,390,20,3.7,6.6
2026-08-24 04:43:22.409638,바디케어,자사몰,18007,194,15,4.5,
2026-08-25 04:02:53.493975,메이크업,자사몰,51832,213,5,3.7,3.5
2026-08-26 03:22:24.578313,스킨케어,올리브영,68596,495,20,3.9,0.9
2026-08-27 02:41:55.662650,바디케어,올리브영,40523,132,5,5.0,8.3
2026-08-28 02:01:26.746987,메이크업,올리브영,25524,133,5,4.1,1.6
2026-08-29 01:20:57.831325,바디케어,자사몰,29282,241,10,4.3,11.2
2026-08-30 00:40:28.915662,바디케어,온라인몰,33930,185,15,4.6,12.1
2026-08-31 00:00:00.000000,바디케어,온라인몰,10077,454,15,4.4,18.0
